"checking_status","duration","credit_history","loan_purpose","credit_amount","savings_status","employment","installment_commitment","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","credit_class","gender","credit_class_binary"
"0<=X<200",6,"critical/order existing credit","retraining",932,"<100","4<=X<7",1,"none",3,"life insurance",39,"stores","own",2,"unskilled resident",0,0,1,"good",1,1
"<0",15,"critical/order existing credit","Consumer goods",1433,"<100","1<=X<4",4,"none",3,"life insurance",25,"stores","rent",2,"skilled",0,0,1,"good",1,1
">=200",30,"critical/order existing credit","Consumer goods",3017,"<100",">=7",4,"none",4,"life insurance",47,"stores","own",1,"skilled",0,0,1,"good",0,1
">=200",12,"existing paid","Consumer goods",1881,"<100","1<=X<4",2,"none",2,"car",44,"stores","rent",1,"unskilled resident",0,1,1,"good",1,1
"<0",18,"existing paid","Consumer goods",2389,"<100","<1",4,"none",1,"car",27,"bank","own",1,"skilled",0,0,1,"good",1,1
"<0",30,"existing paid","Car Purchase",3857,"<100","1<=X<4",4,"none",4,"life insurance",40,"stores","own",1,"high qualified",0,1,1,"good",0,1
"<0",9,"critical/order existing credit","Consumer goods",1138,"<100","1<=X<4",4,"none",4,"real estate",25,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"no checking",15,"no credits/all paid","Consumer goods",1569,"100<=X<500",">=7",4,"none",4,"car",34,"bank","own",1,"unskilled resident",1,0,1,"good",0,1
">=200",24,"existing paid","Consumer goods",1258,"500<=X<1000","1<=X<4",3,"none",3,"car",57,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",12,"existing paid","Consumer goods",804,"<100",">=7",4,"none",4,"car",38,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",12,"critical/order existing credit","business",1185,">=1000","1<=X<4",3,"none",2,"real estate",27,"stores","own",2,"skilled",0,0,1,"good",1,1
"0<=X<200",6,"existing paid","repairs",454,"<100","<1",3,"none",1,"life insurance",22,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"0<=X<200",24,"delayed previously","Car Purchase",1965,"500<=X<1000","1<=X<4",4,"none",4,"car",42,"stores","rent",1,"skilled",0,1,1,"good",1,1
"<0",6,"critical/order existing credit","Consumer goods",338,"500<=X<1000",">=7",4,"none",4,"car",52,"stores","own",2,"skilled",0,0,1,"good",0,1
">=200",18,"existing paid","Consumer goods",3049,"<100","<1",1,"none",1,"life insurance",45,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",21,"existing paid","Car Purchase",2476,"<100",">=7",4,"none",4,"real estate",46,"stores","own",1,"high qualified",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","business",3590,"<100","unemployed",3,"none",3,"car",40,"stores","own",3,"unemp/unskilled non res",1,1,1,"good",0,1
"<0",30,"critical/order existing credit","Car Purchase",6187,"100<=X<500","4<=X<7",1,"none",4,"car",24,"stores","rent",2,"skilled",0,0,1,"good",0,1
"<0",8,"critical/order existing credit","other",1164,"<100",">=7",3,"none",4,"no known property",51,"bank","for free",2,"high qualified",1,1,1,"good",0,1
"<0",24,"no credits/all paid","Car Purchase",2325,"100<=X<500","4<=X<7",2,"none",3,"car",32,"bank","own",1,"skilled",0,0,1,"good",0,1
"<0",21,"existing paid","Car Purchase",3763,"100<=X<500","4<=X<7",2,"co applicant",2,"real estate",24,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",3430,"500<=X<1000",">=7",3,"none",2,"car",31,"stores","own",1,"skilled",1,1,1,"good",0,1
"<0",6,"existing paid","Consumer goods",428,"<100",">=7",2,"none",1,"life insurance",49,"bank","own",1,"skilled",0,1,1,"good",1,1
"no checking",6,"critical/order existing credit","Consumer goods",1221,"<100","1<=X<4",1,"none",2,"life insurance",27,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",24,"existing paid","Car Purchase",2255,"500<=X<1000","<1",3.15,"none",1,"life insurance",54,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",15,"critical/order existing credit","Consumer goods",975,"<100","1<=X<4",2,"none",3,"life insurance",25,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",48,"delayed previously","Consumer goods",12749,"500<=X<1000","4<=X<7",4,"none",1,"car",37,"stores","own",1,"high qualified",0,1,1,"good",0,1
">=200",24,"existing paid","Consumer goods",3749,"<100","<1",2,"none",4,"car",26,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",28,"delayed previously","Car Purchase",7824,"500<=X<1000","<1",3,"guarantor",4,"real estate",40,"bank","rent",2,"skilled",1,1,1,"good",0,1
"0<=X<200",12,"existing paid","Car Purchase",2028,"100<=X<500","1<=X<4",4,"none",2,"car",30,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","Consumer goods",6361,"<100",">=7",2,"none",1,"no known property",41,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1364,"<100","1<=X<4",2,"none",4,"car",64,"stores","own",1,"skilled",0,1,1,"good",1,1
"no checking",24,"existing paid","Car Purchase",2679,"<100","<1",4,"none",1,"no known property",29,"stores","own",1,"high qualified",0,1,1,"good",1,1
"0<=X<200",9,"existing paid","Car Purchase",276,"<100","1<=X<4",4,"none",4,"real estate",22,"stores","rent",1,"unskilled resident",0,0,1,"good",0,1
"no checking",30,"critical/order existing credit","Consumer goods",3077,"<100",">=7",3,"none",2,"car",40,"stores","own",2,"skilled",1,1,1,"good",0,1
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"none",1,"car",28,"stores","own",2,"skilled",0,0,1,"good",1,1
">=200",18,"existing paid","Car Purchase",1961,"<100",">=7",3,"none",2,"car",23,"stores","own",1,"high qualified",0,0,1,"good",1,1
"<0",24,"critical/order existing credit","Car Purchase",6419,"<100",">=7",2,"none",4,"no known property",44,"stores","for free",2,"high qualified",1,1,1,"good",1,1
"no checking",54,"no credits/all paid","Car Purchase",9436,"500<=X<1000","1<=X<4",2,"none",2,"life insurance",39,"stores","own",1,"unskilled resident",1,0,1,"good",0,1
"no checking",11,"existing paid","business",2142,">=1000",">=7",1,"none",2,"real estate",28,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",30,"critical/order existing credit","Consumer goods",6742,"<100","4<=X<7",2,"none",3,"life insurance",36,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",1533,"<100","<1",4,"none",3,"car",38,"stores","own",1,"skilled",0,1,1,"good",1,1
"no checking",6,"existing paid","Car Purchase",1236,"500<=X<1000","1<=X<4",2,"none",4,"life insurance",50,"stores","rent",1,"skilled",0,0,1,"good",0,1
"<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"none",1,"life insurance",31,"bank","own",1,"skilled",0,1,1,"good",0,1
"<0",24,"critical/order existing credit","business",1382,"100<=X<500","4<=X<7",4,"none",1,"real estate",26,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",48,"existing paid","other",5381,"100<=X<500","unemployed",3,"none",4,"no known property",40,"bank","for free",1,"unemp/unskilled non res",0,1,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",2930,"<100","4<=X<7",2,"none",1,"real estate",27,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",12,"existing paid","Consumer goods",1574,"<100","1<=X<4",4,"none",2,"real estate",50,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",9,"critical/order existing credit","Consumer goods",1919,"<100","4<=X<7",4,"none",3,"car",35,"stores","rent",1,"skilled",0,1,1,"good",0,1
"no checking",17,"critical/order existing credit","Car Purchase",1055,"<100","<1",4,"none",1,"life insurance",30,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",24,"critical/order existing credit","Consumer goods",5150,"<100",">=7",4,"none",4,"car",33,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1287,"100<=X<500",">=7",4,"co applicant",2,"life insurance",45,"stores","own",1,"skilled",0,0,0,"good",0,1
"0<=X<200",36,"no credits/all paid","Consumer goods",3990,"<100","<1",3,"none",2,"no known property",29,"bank","own",1,"unemp/unskilled non res",0,0,1,"good",1,1
"no checking",27,"critical/order existing credit","Consumer goods",4526,">=1000","<1",4,"none",2,"real estate",32,"stores","own",2,"unskilled resident",1,0,1,"good",0,1
">=200",12,"existing paid","Consumer goods",1881,"<100",">=7",2,"none",2,"car",44,"stores","rent",1,"unskilled resident",0,1,1,"good",1,1
"no checking",12,"critical/order existing credit","Car Purchase",1255,"<100",">=7",4,"none",4,"real estate",61,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1592,">=1000","4<=X<7",3,"none",2,"life insurance",35,"stores","own",1,"skilled",0,0,0,"good",1,1
"no checking",10,"existing paid","Car Purchase",2848,"100<=X<500","1<=X<4",1,"co applicant",2,"real estate",32,"stores","own",1,"skilled",1,0,1,"good",0,1
"no checking",36,"delayed previously","Consumer goods",7678,"500<=X<1000","4<=X<7",2,"none",4,"car",40,"stores","own",2,"skilled",0,1,1,"good",1,1
"<0",6,"critical/order existing credit","Car Purchase",3676,"<100","1<=X<4",1,"none",3,"real estate",37,"stores","rent",3,"skilled",1,0,1,"good",0,1
"no checking",24,"existing paid","Car Purchase",2679,"<100","<1",4,"none",1,"no known property",29,"stores","own",1,"unskilled resident",0,1,1,"good",1,1
"0<=X<200",24,"existing paid","Car Purchase",2760,"<100",">=7",4,"none",4,"no known property",36,"bank","for free",1,"skilled",0,1,1,"good",0,1
"<0",24,"existing paid","Car Purchase",2812,"<100",">=7",2,"none",4,"real estate",26,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",30,"delayed previously","business",4272,"100<=X<500","1<=X<4",2,"none",2,"life insurance",26,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",15,"delayed previously","Consumer goods",3643,"<100",">=7",1,"none",4,"life insurance",27,"stores","own",2,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",12,"existing paid","business",841,"100<=X<500","4<=X<7",2,"none",4,"real estate",23,"stores","rent",1,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",6,"existing paid","Consumer goods",484,"<100","4<=X<7",3,"guarantor",3,"real estate",28,"bank","own",1,"unskilled resident",0,0,1,"good",0,1
"0<=X<200",12,"critical/order existing credit","Car Purchase",2366,"500<=X<1000","4<=X<7",3,"none",3,"car",36,"stores","own",1,"high qualified",0,1,1,"good",0,1
"no checking",18,"critical/order existing credit","Consumer goods",1800,"<100","1<=X<4",4,"none",2,"car",24,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",48,"no credits/all paid","Car Purchase",12169,"<100","unemployed",4,"co applicant",4,"no known property",36,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",1585,"<100","4<=X<7",4,"none",3,"life insurance",40,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",9,"existing paid","education",3832,"<100",">=7",1,"none",4,"real estate",64,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
">=200",12,"existing paid","Consumer goods",1474,"<100","<1",4,"none",1,"life insurance",33,"bank","own",1,"high qualified",0,1,1,"good",1,1
"no checking",12,"critical/order existing credit","business",1264,"100<=X<500",">=7",4,"none",4,"no known property",57,"stores","rent",1,"unskilled resident",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Car Purchase",2022,"<100","1<=X<4",4,"none",4,"car",37,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",20,"no credits/all paid","Car Purchase",6148,"100<=X<500",">=7",3,"none",4,"car",31,"bank","own",2,"skilled",0,1,1,"good",0,1
"no checking",33,"critical/order existing credit","Car Purchase",7253,"<100","4<=X<7",3,"none",2,"car",35,"stores","own",2,"high qualified",0,1,1,"good",0,1
"no checking",18,"existing paid","business",1950,"<100","4<=X<7",4,"none",1,"car",34,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"existing paid","Consumer goods",2703,"<100","4<=X<7",2,"none",4,"real estate",40,"stores","rent",1,"skilled",0,0,1,"good",1,1
">=200",6,"critical/order existing credit","education",1047,"<100","1<=X<4",2,"none",4,"life insurance",50,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",15,"no credits/all paid","Consumer goods",1569,"100<=X<500",">=7",4,"none",4,"car",34,"bank","own",1,"unskilled resident",1,0,1,"good",0,1
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"none",1,"car",28,"stores","own",2,"skilled",0,0,1,"good",1,1
"0<=X<200",6,"existing paid","Consumer goods",368,"500<=X<1000",">=7",4,"none",4,"life insurance",38,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",618,"<100",">=7",4,"none",4,"real estate",56,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",2930,"<100","4<=X<7",2,"none",1,"real estate",27,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",12,"critical/order existing credit","Car Purchase",926,"<100","unemployed",1,"none",2,"life insurance",38,"stores","own",1,"unemp/unskilled non res",0,0,1,"good",1,1
"no checking",27,"existing paid","repairs",5190,"100<=X<500",">=7",4,"none",4,"life insurance",48,"stores","own",4,"skilled",1,1,1,"good",0,1
"<0",15,"critical/order existing credit","Consumer goods",1433,"<100","1<=X<4",4,"none",3,"life insurance",25,"stores","rent",2,"skilled",0,0,1,"good",1,1
"<0",20,"critical/order existing credit","Consumer goods",4272,"<100",">=7",1,"none",4,"life insurance",24,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",27,"delayed previously","Car Purchase",8613,">=1000","1<=X<4",2,"none",2,"car",27,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",48,"critical/order existing credit","business",7629,"<100",">=7",4,"none",2,"car",46,"bank","own",2,"high qualified",1,0,1,"good",0,1
"no checking",15,"existing paid","Consumer goods",1979,"500<=X<1000",">=7",4,"none",2,"car",39,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",45,"critical/order existing credit","Car Purchase",4576,"100<=X<500","unemployed",3,"none",4,"car",27,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",42,"no credits/all paid","Car Purchase",9283,"<100","unemployed",1,"none",2,"no known property",55,"bank","for free",1,"high qualified",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1258,"<100","<1",2,"none",4,"life insurance",22,"stores","rent",2,"skilled",0,0,1,"good",1,1
"<0",24,"existing paid","Consumer goods",3021,"<100","1<=X<4",2,"none",2,"real estate",24,"stores","rent",1,"unskilled resident",0,0,1,"good",0,1
"no checking",6,"existing paid","Car Purchase",1323,"500<=X<1000","1<=X<4",2,"none",4,"life insurance",50,"stores","rent",1,"skilled",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",2028,"<100","4<=X<7",2,"none",2,"life insurance",30,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",24,"critical/order existing credit","Car Purchase",6615,"<100","unemployed",2,"none",4,"no known property",75,"stores","for free",2,"high qualified",0,1,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",2835,"500<=X<1000",">=7",3,"none",3,"life insurance",53,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",36,"delayed previously","Car Purchase",10875,"<100",">=7",2,"none",2,"car",45,"stores","own",2,"skilled",1,1,1,"good",0,1
"<0",12,"critical/order existing credit","Car Purchase",2122,"<100","1<=X<4",3,"none",2,"real estate",39,"stores","rent",2,"unskilled resident",1,0,0,"good",0,1
"no checking",21,"existing paid","Consumer goods",2241,"<100",">=7",4,"none",2,"real estate",50,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",18,"existing paid","Consumer goods",3213,"500<=X<1000","<1",1,"none",3,"real estate",25,"stores","rent",1,"skilled",0,0,1,"good",0,1
"0<=X<200",12,"existing paid","Car Purchase",7472,"500<=X<1000","unemployed",1,"none",2,"real estate",24,"stores","rent",1,"unemp/unskilled non res",0,0,1,"good",1,1
"no checking",15,"existing paid","Car Purchase",3556,">=1000","1<=X<4",3,"none",2,"no known property",29,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",21,"existing paid","business",1572,">=1000",">=7",4,"none",4,"real estate",36,"bank","own",1,"unskilled resident",0,0,1,"good",1,1
"<0",10,"critical/order existing credit","Car Purchase",2241,"<100","<1",1,"none",3,"real estate",48,"stores","rent",2,"unskilled resident",1,0,0,"good",0,1
"no checking",6,"existing paid","Consumer goods",1338,"500<=X<1000","1<=X<4",1,"none",4,"real estate",62,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",6,"critical/order existing credit","Consumer goods",1898,"<100","1<=X<4",2.7,"none",2,"real estate",34,"stores","own",2,"unskilled resident",1,0,1,"good",0,1
">=200",12,"existing paid","Car Purchase",1330,"<100","<1",4,"none",1,"real estate",26,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",9,"existing paid","Consumer goods",2301,"100<=X<500","<1",2,"none",4,"life insurance",22,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",24,"critical/order existing credit","Car Purchase",2346,"<100","4<=X<7",4,"none",3,"car",35,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","Consumer goods",3612,"<100",">=7",3,"none",4,"life insurance",37,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","business",1887,"500<=X<1000","1<=X<4",4,"none",4,"real estate",28,"bank","own",2,"skilled",0,0,1,"good",0,1
"no checking",6,"critical/order existing credit","Consumer goods",1554,"<100","4<=X<7",1,"none",2,"car",24,"stores","rent",2,"skilled",0,1,1,"good",1,1
"no checking",10,"existing paid","retraining",894,"100<=X<500","4<=X<7",4,"none",3,"life insurance",40,"stores","own",1,"skilled",0,1,1,"good",1,1
"no checking",60,"delayed previously","Consumer goods",15653,"<100","4<=X<7",2,"none",4,"car",21,"stores","own",2,"skilled",0,1,1,"good",0,1
