"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"<0",48,"existing paid","used car",4788,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",18,"existing paid","furniture/equipment",3422,"<100",">=7",4,"male single","none",NA,"life insurance",47,"bank","own",3,"skilled",2,"yes","yes","good"
"no checking",10,"existing paid","new car",1597,NA,"1<=X<4",3,"male single","none",2,"no known property",40,"stores","rent",1,"unskilled resident",2,"none","no","good"
"no checking",6,"existing paid","furniture/equipment",1543,">=1000","1<=X<4",4,"male div/sep",NA,2,"real estate",33,"stores","own",1,"skilled",1,"none","yes","good"
"<0",42,"existing paid","furniture/equipment",7882,"<100","4<=X<7",2,"male single","guarantor",4,"life insurance",45,"stores","for free",1,"skilled",2,"none","yes","good"
"no checking",6,"critical/order existing credit","new car",6761,"<100","4<=X<7",1,"male single","none",3,"no known property",45,"stores","own",2,"high qualif/self emp/mgmt",2,"yes","yes","good"
">=200",10,"critical/order existing credit","new car",781,"<100",">=7",4,"male single","none",4,"no known property",63,"stores","for free",2,"skilled",1,"yes","yes","good"
"0<=X<200",10,"all paid","radio/tv",1048,"<100","1<=X<4",4,"male single","none",4,"real estate",23,"","own",1,"unskilled resident",1,"none","yes","good"
"no checking",18,"existing paid","radio/tv",2051,NA,"<1",4,"male single","none",1,"real estate",NA,"stores","own",1,"skilled",1,"none","yes","good"
">=200",15,"existing paid","education",1905,"<100",">=7",4,"male single","none",4,"car",40,"stores","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",18,"existing paid","furniture/equipment",2659,">=1000","1<=X<4",4,"male single","none",2,"car",28,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1098,"<100","unemployed",4,"female div/dep/mar","none",4,"car",65,"stores","own",2,"unemp/unskilled non res",1,"none","yes","good"
"0<=X<200",12,"existing paid","radio/tv",625,"<100","<1",4,"male mar/wid","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident",1,"none","yes","good"
"no checking",24,"existing paid","used car",2679,"<100","<1",4,"female div/dep/mar","none",1,"no known property",29,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",6,"existing paid","domestic appliance",343,"<100","<1",4,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","radio/tv",2171,"<100","<1",2,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none",NA,"good"
"<0",39,"critical/order existing credit","furniture/equipment",14179,"no known savings","4<=X<7",4,NA,"none",4,"life insurance",30,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
">=200",30,"critical/order existing credit","radio/tv",3656,"no known savings",">=7",4,"male single","none",4,"life insurance",49,"","own",2,"unskilled resident",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1800,"<100","1<=X<4",4,"male single","none",2,"car",24,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"delayed previously","business",2375,"500<=X<10000","1<=X<4",4,"male single","none",2,"car",44,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",30,"critical/order existing credit","radio/tv",2831,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",33,"stores","own",1,"skilled",1,NA,"yes","good"
"no checking",18,"delayed previously","radio/tv",2320,"<100","unemployed",2,"male mar/wid","none",NA,"real estate",34,"stores","own",2,"skilled",1,"none","yes","good"
"<0",21,"critical/order existing credit","new car",1602,"<100",">=7",4,"male mar/wid","none",3,"car",30,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",13,NA,"radio/tv",882,"<100","<1",4,"male single","guarantor",4,"real estate",23,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"delayed previously","new car",717,"no known savings",">=7",4,"male mar/wid","none",4,"car",54,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","new car",2390,"no known savings",">=7",4,"male single","none",3,"car",50,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",804,"<100",">=7",4,"male single","none",4,"car",38,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",12,"critical/order existing credit","new car",2366,"500<=X<10000","4<=X<7",3,"male div/sep","none",3,"car",36,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",NA,"delayed previously","radio/tv",15653,"<100","4<=X<7",2,"male single","none",4,"car",21,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",11,NA,"new car",3905,"<100","1<=X<4",2,"male single","none",2,"real estate",36,NA,"rent",2,"skilled",2,"none","yes","good"
"0<=X<200",16,"critical/order existing credit","new car",1175,"<100","unemployed",2,"male single","none",3,"car",68,"stores","for free",3,"unemp/unskilled non res",1,"yes","yes","good"
"no checking",6,"existing paid","new car",3518,"<100","1<=X<4",2,"male single","guarantor",3,"life insurance",26,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",NA,"critical/order existing credit","used car",5804,">=1000","1<=X<4",4,"male single","none",2,"real estate",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",6,"critical/order existing credit","new car",362,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",4,"car",52,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",6,"no credits/all paid","radio/tv",426,"<100",">=7",4,"male mar/wid","none",4,"car",39,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",28,"critical/order existing credit","radio/tv",2743,"<100",">=7",4,"male single","none",2,"car",29,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","radio/tv",3835,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",45,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",3612,"<100",">=7",3,"female div/dep/mar","none",4,"life insurance",37,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1098,"<100","unemployed",4,"female div/dep/mar","none",4,"car",65,"stores","own",2,"unemp/unskilled non res",1,"none","yes","good"
"0<=X<200",6,"existing paid","radio/tv",484,"<100","4<=X<7",3,"male mar/wid","guarantor",3,"real estate",28,"bank","own",1,"unskilled resident",1,"none","yes","good"
"no checking",15,NA,"domestic appliance",1262,"500<=X<10000","4<=X<7",4,"male single","none",3,"life insurance",36,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",3077,"<100","1<=X<4",2,"male single","none",4,"car",52,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",7,NA,"radio/tv",846,"no known savings",">=7",3,"male single","none",4,"no known property",36,"stores","for free",1,"skilled",1,"none","yes","good"
"0<=X<200",30,"critical/order existing credit","new car",2181,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",10,"existing paid","furniture/equipment",1521,"<100","1<=X<4",4,"male div/sep","none",2,"car",31,"stores","own",NA,"unskilled resident",1,"none","yes","good"
"<0",18,"critical/order existing credit","radio/tv",1880,"<100","4<=X<7",4,"male mar/wid","none",1,"life insurance",32,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",21,"existing paid","furniture/equipment",3599,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",26,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",10,"all paid","radio/tv",1048,"<100","1<=X<4",4,"male single","none",4,"real estate",23,"","own",1,"unskilled resident",1,"none","yes","good"
"no checking",6,"existing paid","radio/tv",2108,"<100","4<=X<7",2,"male mar/wid","none",2,"real estate",29,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","furniture/equipment",1585,"<100","4<=X<7",4,"male single","none",3,"life insurance",40,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",12,"existing paid","radio/tv",1567,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",22,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",36,"delayed previously","business",9857,"100<=X<500","4<=X<7",1,"male single","none",3,"life insurance",NA,"stores","own",2,"unskilled resident",2,"yes","yes","good"
"no checking",15,"delayed previously","furniture/equipment",960,">=1000","4<=X<7",3,"female div/dep/mar","none",2,"life insurance",30,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",30,"delayed previously","business",2503,"100<=X<500",">=7",4,"male single","none",2,"life insurance",41,"","own",2,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","business",7409,"no known savings",">=7",3,"male single","none",2,"life insurance",37,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","business",4526,"<100","1<=X<4",3,"male single","none",2,"real estate",74,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",24,"delayed previously","furniture/equipment",2333,"no known savings","<1",4,"male single","none",2,"life insurance",29,"bank","own",1,"unskilled resident",1,"none","yes","good"
"<0",9,"existing paid","radio/tv",1364,"<100","4<=X<7",3,"male single","none",4,"real estate",59,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","used car",3812,"100<=X<500","<1",1,"female div/dep/mar","none",4,"car",23,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",36,"delayed previously","new car",10875,"<100",">=7",2,"male single","none",2,"car",45,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",9,"existing paid","new car",3577,"100<=X<500","1<=X<4",1,"male single","guarantor",2,"real estate",26,"stores","rent",1,"skilled",2,"none","no","good"
">=200",10,"critical/order existing credit","new car",781,"<100",">=7",4,"male single","none",4,NA,63,"stores","for free",2,"skilled",1,"yes","yes","good"
"0<=X<200",18,"existing paid","new car",6260,"<100","4<=X<7",3,"male single","none",3,"real estate",28,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"no checking",36,"critical/order existing credit","radio/tv",9566,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",31,"","own",2,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","furniture/equipment",3777,">=1000","1<=X<4",NA,"male single","none",4,"real estate",50,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",24,"delayed previously","new car",1965,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",42,"stores","rent",2,"skilled",1,"yes","yes","good"
"0<=X<200",36,"critical/order existing credit","radio/tv",2337,"<100",">=7",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","new car",1940,">=1000",">=7",4,"male single","none",4,"real estate",60,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",11,"critical/order existing credit","new car",1322,">=1000","1<=X<4",4,NA,"none",4,"car",40,"stores",NA,2,"skilled",1,"none","yes","good"
"0<=X<200",24,"delayed previously","radio/tv",6403,"<100","<1",1,"male single","none",2,"car",33,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"critical/order existing credit","retraining",932,"no known savings","4<=X<7",1,"female div/dep/mar","none",3,"life insurance",39,"stores","own",2,NA,1,"none","yes","good"
"no checking",9,"existing paid","domestic appliance",1236,"<100","<1",1,"female div/dep/mar","none",4,"real estate",23,"stores","rent",1,"skilled",1,"yes","yes","good"
"no checking",4,"critical/order existing credit","radio/tv",1544,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"stores","own",3,"unskilled resident",2,"none","yes","good"
"0<=X<200",18,"existing paid","radio/tv",866,"<100","1<=X<4",4,"male mar/wid","guarantor",2,"real estate",25,"stores","own",1,"unskilled resident",1,"none","yes","good"
"<0",12,"existing paid","furniture/equipment",1620,"<100","1<=X<4",2,"female div/dep/mar","co applicant",3,"life insurance",30,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"existing paid","radio/tv",590,"<100","<1",3,"male mar/wid","none",3,"real estate",26,"stores","own",1,"unskilled resident",1,NA,"no","good"
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",28,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","furniture/equipment",2221,"500<=X<10000","1<=X<4",2,"female div/dep/mar","none",4,"car",20,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",11,"critical/order existing credit","new car",1322,">=1000","1<=X<4",4,"female div/dep/mar","none",4,"car",40,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",36,"critical/order existing credit","radio/tv",3342,"no known savings",">=7",4,"male single","none",2,"car",51,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",12,"critical/order existing credit","radio/tv",3573,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",23,"stores","own",1,"unskilled resident",1,"none","yes","good"
"<0",30,"no credits/all paid","furniture/equipment",4583,"<100","1<=X<4",2,"male div/sep","guarantor",2,"real estate",32,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",9,"critical/order existing credit","new car",1224,"<100","1<=X<4",3,"male single","none",1,"real estate",30,"stores","own",2,"skilled",1,NA,"yes","good"
"<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",2424,"no known savings",">=7",4,"male single","none",4,"life insurance",53,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","used car",3850,"<100","4<=X<7",3,"male single","none",1,"car",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","radio/tv",1979,"no known savings",">=7",4,"male single","none",2,"car",35,"stores","own",1,"skilled",1,"none","yes","good"
"<0",21,"existing paid","furniture/equipment",3599,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",26,"stores","rent",1,"unskilled resident",1,"none",NA,"good"
"<0",24,"critical/order existing credit","radio/tv",1231,">=1000",">=7",4,"female div/dep/mar","none",4,"life insurance",57,"stores","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",36,"critical/order existing credit","used car",5711,">=1000",">=7",4,"male single","none",2,"car",38,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
